customer_id,customer_name,email,registration_date,customer_type
425,Tara Kennedy,ile@example.net,2025-08-05,VIP
426,Jeffrey Copeland,christina63@example.org,2024-11-29,PREMIUM
427,Mrs. Karen Barry DVM,turnerangela@example.net,2026-03-20,REGULAR
428,Stephen Kirk,sarah08@example.org,2025-02-14,VIP
429,Melissa Smith,hjohnson@example.net,2026-07-07,PREMIUM
430,Brian Allen,tiffany76@example.com,2024-11-07,REGULAR
431,David Aguilar,wilsontroy@example.net,2025-12-17,VIP
432,Jennifer Pierce,rachael60@example.net,2025-06-11,REGULAR
433,Amy Thomas,yolandarogers@example.net,2025-03-17,VIP
434,Michael Wright,josephknight@example.net,2026-01-12,VIP
435,Matthew Fields,christopher30@example.org,2024-08-16,REGULAR
436,Rachel Case,tammywallace@example.org,2025-04-23,VIP
437,Barbara Reese,vlee@example.net,2024-10-13,PREMIUM
438,Steven Evans,bryantkarina@example.com,2025-10-18,VIP
439,Tony Holloway,keithlowery@example.com,2024-10-31,PREMIUM
440,Stephanie Foster,gregory38@example.net,2025-06-02,PREMIUM
441,Randall Lynn,umaldonado@example.net,2025-05-10,PREMIUM
442,Misty Butler,michael04@example.org,2025-01-14,REGULAR
443,Sarah Powell,barbara21@example.com,2026-03-23,PREMIUM
444,Brittany Barnett,crystalparker@example.com,2024-12-19,PREMIUM
445,Ryan Jensen,gphillips@example.com,2026-04-29,PREMIUM
446,Justin Wilkinson,robert21@example.org,2026-05-26,VIP
447,Erica Jacobs,andrewwilcox@example.net,2026-03-21,REGULAR
448,Leslie Adams,megan65@example.com,2025-07-09,PREMIUM
449,David Figueroa,patrick59@example.com,2024-09-23,PREMIUM
450,Christopher Acosta,agentry@example.org,2025-08-27,REGULAR
451,Margaret Foley,sara21@example.com,2025-11-15,VIP
452,Andrea Wilson,johnsonjohn@example.net,2024-10-26,REGULAR
453,Stephen Lee,davidnoble@example.org,2026-01-24,PREMIUM
454,Mrs. Jennifer Barry,beltranjohn@example.org,2026-04-12,PREMIUM
455,Ruth Chan,danielbanks@example.com,2024-09-12,REGULAR
456,Lisa Smith,caroline44@example.net,2025-04-29,VIP
457,Jennifer Hicks,ojackson@example.com,2025-09-06,PREMIUM
458,Elizabeth Perez,alan85@example.org,2026-06-11,VIP
459,Rebecca Webb,poliver@example.net,2025-03-15,REGULAR
460,Troy Shaw,sullivanbrian@example.org,2025-09-20,VIP
461,Frank Moses,qmolina@example.net,2025-06-22,VIP
462,Daniel Martin,morgandanielle@example.com,2024-11-02,VIP
463,Andrew Archer,david87example.net,2026-06-16,PREMIUM
464,Tyler Cannon,maryarellano@example.net,2025-09-24,REGULAR
465,Sherry Taylor,xcannon@example.net,2025-09-21,REGULAR
466,Jacob Holder,nicolefoster@example.com,2026-06-13,REGULAR
467,Luke Walters,helen53@example.com,2025-08-08,VIP
468,Barbara Burns,johnwagner@example.com,2024-11-29,VIP
469,Ashley Alvarez,alexander34@example.net,2025-09-12,PREMIUM
470,Randy Klein,ellen25@example.org,2025-08-10,REGULAR
471,James Gordon,jonathanolsen@example.com,2025-08-03,REGULAR
472,Mark Calderon,qleonard@example.org,2025-01-05,VIP
473,Teresa Wood,mitchellsusan@example.org,2024-11-26,REGULAR
474,Jerry Smith,kennethknapp@example.org,2025-12-24,PREMIUM
475,Tammy Perry,mcclainhelen@example.com,2026-02-11,PREMIUM
476,Kimberly Cardenas,cross@example.com,2026-06-16,VIP
477,Theresa Morrison,leon92@example.org,2025-10-28,REGULAR
478,Michaela Maldonado,ericgreen@example.com,2025-02-09,PREMIUM
479,Timothy Cook,igood@example.net,2025-07-16,VIP
480,Richard Barr,pwarren@example.org,2024-09-13,PREMIUM
481,Angela Brown,jwilson@example.com,2024-12-28,PREMIUM
482,Patricia King,traviscastillo@example.com,2025-07-01,PREMIUM
483,Haley Davenport,crystal95@example.net,2025-12-17,VIP
484,Shirley Gomez,rachelwatkins@example.com,2024-12-22,PREMIUM
485,Mark Mccullough,hwood@example.net,2025-04-24,VIP
486,Mrs. Ashley Gaines,teresa23@example.net,2025-11-22,PREMIUM
487,Rebekah Murphy,garnerwilliam@example.org,2026-02-11,PREMIUM
488,Brenda Franco,johnmcdonald@example.net,2025-05-07,VIP
489,Nichole Jones,traviscox@example.com,2026-01-25,PREMIUM
490,Leon Bell,taracarter@example.org,2025-10-08,VIP
491,Dawn Freeman,stephen17@example.org,2025-11-19,VIP
492,James Moore,tracy18@example.org,2025-08-08,PREMIUM
493,Ryan Garcia,lisahanson@example.net,2024-10-13,REGULAR
494,Lori Irwin MD,mbrady@example.org,2026-05-29,VIP
495,Juan Gillespie,caroline50@example.org,2025-01-12,REGULAR
496,Shari Flores,sheltonthomas@example.org,2025-05-14,PREMIUM
497,Brendan Martinez,ahawkins@example.net,2024-12-14,PREMIUM
498,Catherine Garcia,cheryl35example.com,2025-02-28,REGULAR
499,Ricky Reed,frodriguez@example.com,2026-06-29,VIP
500,Susan Gray,carlsonjessica@example.net,2025-10-15,REGULAR
501,John Crosby,terrysarah@example.org,2026-04-29,PREMIUM
502,Kara Roberts,egay@example.com,2024-09-07,VIP
503,Jennifer Quinn,bharris@example.com,2026-06-22,REGULAR
504,Joseph Blake,bhuber@example.net,2024-12-03,VIP
505,Dawn Morris,wuronnie@example.com,2025-01-20,PREMIUM
506,John Wong,tyler70@example.net,2025-11-06,VIP
507,Richard Jackson,beth18@example.net,2025-03-04,PREMIUM
508,Jessica Boyd,cgoodwin@example.com,2024-09-27,REGULAR
509,Lisa Mcmahon DDS,andrew18@example.org,2024-11-28,REGULAR
510,Steve Clark,marcushatfield@example.org,2025-04-22,PREMIUM
511,Stephanie Lopez,bergerterri@example.net,2025-10-14,VIP
512,Brendan Miller,williamskim@example.org,2025-06-08,REGULAR
513,Jeffrey Watson,ilopez@example.net,2024-10-27,VIP
514,Shirley Blair,kevin47@example.org,2026-01-11,PREMIUM
515,Miranda Rose,markhubbard@example.org,2025-06-20,PREMIUM
516,Jesus Donovan,johnwoods@example.org,2025-09-14,REGULAR
517,Derek Williams,wpotts@example.com,2026-06-15,REGULAR
518,Michelle Anderson,gonzalezkimberly@example.com,2026-01-02,PREMIUM
519,Leslie Castillo,abigailmartinez@example.org,2025-10-23,REGULAR
520,Courtney Stone,natashabrown@example.com,2025-02-23,VIP
